Tweet,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
@coltonflurry @StrangeFacesLA I cancelled by CBS all access l i've feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter,1,1,1,0,0,1,0,0
@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol,1,0,1,0,1,0,0,0
"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",0,1,0,0,1,0,0,0
I get so nervous even thinking about talking to ****** I wanna die,0,0,0,1,0,0,0,0
"i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest",1,0,0,1,0,0,0,0
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to g i've it back. #bully",0,1,0,0,1,0,1,0
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",0,0,0,0,0,1,0,0
Watch this amazing live.ly broadcast by @ittzdevin #lively #musically,0,0,0,0,1,0,0,0
Accept the challenges so that you can feel the exhilaration of victory. George S. Patton #quote #yeg,0,1,0,0,1,0,0,1
@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.,1,1,0,0,1,0,0,0
@iAmSJ I'm so mad for our clients I'm furious lmao,1,0,0,0,0,0,0,0
Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 ,1,0,1,0,0,0,0,0
Studying the phases of oscillation. How jovial. 😐🔫,0,1,1,0,0,1,0,0
"LGBTQ media should inform, inspire, entertain &amp;unite our community. It shouldnt  g i've platform 2 those whose goal is 2 offend us 4 attention",1,0,1,0,1,0,0,0
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,0,0,0,0,1,1,0,0
🙄 I just want to start all over again .,0,1,0,0,1,1,0,0
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,0,1,0,0,1,0,0,0
"I saw her, whose countenance expressed a mighty rivers were monotonous, and her lively conversation took care of the various",0,0,0,0,0,0,0,0
"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",0,0,0,1,0,1,0,0
#blackish always has me #rollin ,1,0,0,0,1,0,0,0
I swear if @devincameron23 blocks me I'm going to hit her back ,1,0,0,0,0,0,0,0
@Magrove86Mark @clareftballnews jersey gloves?  #dark,0,0,0,0,0,0,0,0
"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂",0,0,0,1,1,0,1,0
"#GoodAfternoon! ^^ doesn't  matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",0,1,0,0,1,0,0,0
"Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw",0,0,0,0,0,1,0,0
@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing,1,1,1,0,0,1,0,0
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,1,0,1,0,0,0,0,0
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",1,0,1,0,0,0,0,0
"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. #fuming",1,0,1,0,0,1,0,0
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,0,0,0,1,1,0,0,0
I wonder what would happen if I were a father. #weary,0,1,0,1,0,1,0,0
A persons opinion doesn't  offend me at all,0,1,0,0,1,0,0,1
@NaziaMemon01 yeah a terror packed terror supported speech..,1,0,1,1,0,0,0,0
Anger is cheap and politeness is expensive. don't  expect everybody to be polite. #ThoughtfulThursday  #politeness,0,1,0,0,1,0,0,0
@MegMuphet I wasn't   meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,0,1,0,0,1,0,0,0
It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,0,1,1,0,0,1,1,0
@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,0,0,0,0,1,0,0,0
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",0,0,0,1,0,0,0,0
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",0,0,0,0,1,0,0,0
@BookOfKaells @quennell3_ no blues?!,0,0,0,0,0,0,0,0
#burning the last of @Yan,1,1,1,0,1,0,0,0
"@BenjySarlin @MargieOmero @MonmouthPoll not to worry, he'll flip Wisconsin",0,1,0,0,1,0,0,1
Oh yeah Squid face God madden 17 xbox1 come see me,0,0,0,0,0,0,0,0
[Moment of levity on the B41] Baby: I want ISIS! G i've me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.,0,1,0,0,0,0,0,0
rose incense are the best thing I've ever bought,0,1,0,0,1,0,0,1
How am I supposed to intimidate the freshman if half of them are taller than I am??,1,0,0,0,0,0,0,0
@JordySloan love that Jordy #revenge ⚽️,1,1,0,0,1,0,0,1
@ZachZaidman  shocking,1,0,1,0,0,0,1,0
"@JaredWyand Trump wasn't   laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!",0,0,0,0,0,0,0,0
@SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of?  #unhappy,1,1,0,0,0,1,0,0
Watch this amazing live.ly broadcast by @brooke_bridges  #musically,0,1,0,0,1,0,0,1
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't  happen!!!! ,1,0,1,0,0,0,0,0
They used to laugh at her coz she couldnt  afford a junky now they stare in awe while she is winning.,0,1,0,0,1,0,0,1
Obfuscated magazines in passage to unite with in order to thine mirth conjunction treat quotient sufficiently: lEAqIWY,0,0,0,0,0,0,0,0
someone kik me @ montanashay_ \n#kikme #snap,0,1,0,0,0,0,0,0
An absolutely dire first half and I can't  recall a shot on target. \n\nAgainst Accrington Stanley.,1,0,1,0,0,0,0,0
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,1,0,1,0,0,0,0,0
"@antoboyle I so wish you could someday come to Spain with the play, I can't  believe I'm not going to see it ",0,1,0,0,1,1,0,0
revenge,1,0,1,0,0,0,0,0
this girl at my new school is so pretty i am ,0,1,0,0,1,0,0,1
#Peiyophobilia :) An advice from @anirudhofficial don't  fear for #Devil! Sure shot✌ @iam_str voice more energetic.Xtremly foot tapping one 👌,0,1,0,1,1,0,0,0
"haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!",1,0,1,1,0,0,0,0
"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .",1,0,1,0,0,0,0,0
Sister: (Canadian player does something shady.) Jonathan Toews is frowning and he doesn't  know why. #WorldCupOfHockey,1,0,1,0,0,1,0,0
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion 🙈😂😂,0,1,0,0,1,0,0,0
No sober weekend 🙂🙂🙂,0,0,0,0,0,1,0,0
Rojo is so bad it's hilarious.,0,1,0,0,1,0,0,0
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair #fuming #pretendinghesok #ruok #AFLCatsSwans,1,0,1,0,0,0,0,0
@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone Idc if you're my dad,1,0,1,0,0,1,0,0
@nickb88 @Buster_ESPN pine rider,0,0,0,0,0,0,0,0
So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine,0,1,0,0,1,0,0,0
@yeldarbkered You've got quite the cheery young Souls fan. :),0,1,0,0,1,0,0,1
"Ya tremble like Mr. Cooper, yo we hanging",0,0,0,0,0,0,0,0
I fear that if United bottle this my heart would actually collapse from laughter.,0,1,0,1,1,0,0,1
"oh, btw - after a 6 month depression-free time I got a relapse now... superb ",0,1,0,0,0,1,0,0
@1StevieKilner @KachelaMurray don't  be silly - she doesn't  want to scare them off! 😆,0,0,0,1,1,0,0,0
My favorite insult I get is from straight white men and it's usually 'tall/fat lesbian' 😂 You intimidated bro?,1,0,1,0,1,0,0,0
the girl sitting in front of me is chewing her gum like a cow &amp; i'm ready to snap 🤗,1,0,1,0,0,0,0,0
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,0,1,0,0,1,1,0,0
I'm just always too shy,0,1,0,1,0,1,0,0
I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,0,0,0,0,1,0,0,0
jelly baby is my favourite insult,0,1,0,0,1,0,0,1
@RobRiggle @joelmchale @NFLonFOX I still can't  get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,0,0,0,0,1,0,0,1
"#Jazz - the #blues is the roots, the rest is the fruits",0,0,0,0,1,0,0,0
"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--",1,1,1,0,1,0,0,0
"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure #anxiety",0,0,0,1,0,0,0,0
"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",1,1,1,1,0,1,0,0
My #anxiety is rising tonight and I'm not sure why. Sometimes I wonder if I'm a magnet for any free-floating anxiety in the universe.,0,1,0,1,0,1,0,0
@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt,0,0,1,1,0,0,0,0
@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,1,1,1,0,0,0,0,0
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal,0,0,0,1,0,1,0,0
"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",0,1,0,0,1,0,0,0
@lindseylouwho_ be nice if the Texans could hold onto the ball to g i've fuller and Hopkins a chance!!! #awful #TNF,1,1,1,1,0,0,0,0
@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't  have the adventures the young pups do!,0,1,0,0,1,1,0,1
when u haven't learned to swim 🤔 but you keep working out so you're denser and less buoyant 😞 but swimming is scary 🤔 but also u can't  swim 😞,0,1,0,1,0,1,0,0
"There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le mood",0,1,0,0,1,0,0,0
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",0,1,0,1,1,0,0,1
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote,0,1,0,0,1,1,0,0
@InfluensterVox @irontekfit I love my #IronTekFit protein shake in the morning before yoga! #ESVoxbox,0,0,0,0,1,0,0,0
"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",0,1,0,0,1,0,0,0
On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,1,0,0,1,0,1,0,0
Look forward to the detours because they bring delightful surprises. #lifequote #delight,0,1,0,0,1,0,1,0
Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock  #jam,0,1,0,0,1,0,0,0
i l i've and die for mchanzo honeymoon crashing and burning the's econd they move in together,0,0,0,0,1,1,0,0
"My interview went well today, I can't  wait to find out what happens.  #excited #interview #jobinterview",0,1,0,0,1,0,0,0
@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? ,0,1,0,0,0,0,0,0
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,0,1,0,0,1,0,0,1
Time for some despair #SDR3 #despair #fuckthisanime,1,0,0,0,0,1,0,0
Why does #terrorism exist in the first place? #AskTrumpOneQuestion,1,0,1,1,0,0,0,0
Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,1,0,1,1,0,0,0,0
"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",0,0,0,1,0,1,0,0
I am always ready to #smile.,0,1,0,0,1,0,0,1
I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh ,0,0,1,1,0,1,0,0
"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",1,0,1,0,0,1,0,0
Who actually chooses to drink sparkling water 🤔,0,1,0,0,0,0,0,0
@KimPiggie @kristasaidthis oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.😔,1,0,1,0,0,1,0,0
@jk_rowling @Riverfeather207 Donald Trump in the White House #shudder,0,0,1,1,0,1,0,0
One more step in long work #visa process is over. Relief. Onto next step. #expat ,0,1,0,0,1,0,0,0
First day of college feeling nervous,0,1,0,1,0,1,0,0
Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,1,0,1,0,0,1,0,0
It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy,0,1,0,0,1,0,0,0
jk. started this week strong and it's still going strong. ,0,1,0,0,1,0,0,0
Watch this amazing live.ly broadcast by @thebrandonrobert  #musically,0,1,0,0,1,0,1,0
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. #nightmare,0,0,0,1,0,0,0,0
I'm so over having anxiety,0,0,0,1,0,0,0,0
@reinervshunter you got this #staystrong #smile #yourebeautiful,0,1,0,0,1,0,0,1
"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",0,0,0,1,0,1,0,0
I would just g i've her with their naked body. #afraid,0,0,0,1,0,0,0,0
"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is  #COYS",0,1,0,0,1,0,0,1
@EASPORTSFIFA EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE ,1,0,1,0,0,0,1,0
"@LindaFrum sadly, at least 3 more years of this. At what point will even the low info selfie lovers who voted for them say enough is enough",0,1,1,0,0,1,0,0
Changing my hair again #shocking,0,0,0,1,0,1,1,0
oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,0,0,0,0,1,0,0,0
@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,1,0,1,0,0,0,0,0
@NicKeaney Hope they refuse :( x #depressing,0,1,0,0,0,1,0,0
"@mattstottwrites For me not so much outrage as ‘oh, using female body to sell something, AGAIN’",1,0,1,0,0,0,0,0
@SkyNews err I wasn't  gloomy.  17.2 mio people were not gloomy only #remain were #Brexit,0,0,1,0,0,1,0,0
This weather making me dread work tonight,0,1,1,1,0,1,0,0
@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,1,0,1,0,0,0,0,0
"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx",1,0,0,0,1,0,0,0
Me: *sees incense burner* is this for drugs?,1,1,1,0,0,0,0,0
At the end of the day I know that my kids will never worry about me leaving them 💕,0,1,0,0,1,0,0,1
Tweeting from the's poradic wifi on the tube #perilous,0,0,1,1,1,0,0,0
#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear,1,0,1,1,0,0,0,0
